,Recording,Accuracy(%),EER(%),Speech Percentage,Mislabelled Silence(%)
0,Seq35_lr_repeat_2_SNRdb_-8.wav,78.20598006644518,39.522385468106975,68.20598006644518,93.29268292682927
1,Seq39_lr_repeat_1_SNRdb_30.wav,86.41934415369327,29.04319821143125,73.73302418019212,75.60975609756098
2,Seq35_lr_repeat_0_SNRdb_60.wav,95.84717607973423,9.3184300344491,68.20598006644518,77.60000000000001
3,Seq31_lr_repeat_2_SNRdb_-8.wav,90.4,10.862753751103266,72.93333333333332,31.25
4,Seq26_lr_repeat_2_SNRdb_-8.wav,74.86666666666667,36.80391090920835,63.866666666666674,75.72944297082228
5,Seq37_lr_repeat_1_SNRdb_0.wav,80.96345514950166,37.27250495305672,71.59468438538205,85.16579406631763
6,Seq41_lr_repeat_0_SNRdb_0.wav,93.45831671320303,10.671556553562134,74.03270841643399,45.1219512195122
7,Seq27_lr_repeat_2_SNRdb_15.wav,94.43333333333334,10.957865660963789,68.83333333333333,67.06586826347305
8,Seq39_lr_repeat_0_SNRdb_-8.wav,85.85624378933421,28.45677391585064,73.73302418019212,69.55503512880561
9,Seq26_lr_repeat_2_SNRdb_-18.wav,67.46666666666667,43.433889279614185,63.866666666666674,73.97540983606558
10,Seq29_lr_repeat_2_SNRdb_60.wav,95.53333333333333,6.731093998041004,49.666666666666664,79.8507462686567
11,Seq38_lr_repeat_0_SNRdb_30.wav,94.18449197860963,13.713509843856079,78.07486631016043,58.04597701149425
12,Seq39_lr_repeat_1_SNRdb_-18.wav,73.03742961245445,47.80915825355636,73.73302418019212,84.02948402948402
13,AudioBand4f.wav,90.69597959431556,21.858124010837695,84.2706182436536,44.38642297650131
14,Seq42_lr_repeat_2_SNRdb_15.wav,92.20351390922401,20.045719612821326,76.86676427525623,72.30046948356808
15,Seq36_lr_repeat_2_SNRdb_30.wav,86.89239021119678,28.200035361942476,75.72913174656387,68.79795396419436
16,Seq36_lr_repeat_1_SNRdb_30.wav,92.75896748240027,9.834022992292372,75.72913174656387,34.25925925925926
17,Seq25_lr_repeat_2_SNRdb_30.wav,84.06666666666666,27.93495416137248,66.43333333333334,77.19665271966527
18,Seq26_lr_repeat_1_SNRdb_60.wav,94.63333333333334,7.391769157114836,63.866666666666674,51.5527950310559
19,Seq31_lr_repeat_1_SNRdb_0.wav,83.16666666666667,23.532758788181578,72.93333333333332,42.97029702970297
20,Seq43_lr_repeat_1_SNRdb_30.wav,89.34396520478434,22.846336196827473,70.89525190286335,78.2312925170068
21,Seq25_lr_repeat_0_SNRdb_-8.wav,80.33333333333333,22.67284775745855,66.43333333333334,41.35593220338983
22,Seq30_lr_repeat_1_SNRdb_-18.wav,69.66666666666667,31.95179755688406,71.63333333333334,31.0989010989011
23,Seq37_lr_repeat_1_SNRdb_60.wav,91.3953488372093,19.24575789559146,71.59468438538205,76.44787644787645
24,Seq34_lr_repeat_1_SNRdb_15.wav,88.70376541152949,22.939708648029313,69.34355214928357,77.87610619469027
25,Seq34_lr_repeat_2_SNRdb_15.wav,86.30456514495168,18.62468984874711,69.34355214928357,45.742092457420924
26,Seq27_lr_repeat_1_SNRdb_15.wav,92.53333333333333,11.073276671045926,68.83333333333333,49.107142857142854
27,AudioBand1c.wav,82.71666666666667,22.183406945048752,51.366666666666674,72.90260366441659
28,Seq33_lr_repeat_2_SNRdb_15.wav,81.02479338842976,38.647221695792844,72.09917355371901,90.2439024390244
29,Seq34_lr_repeat_2_SNRdb_-8.wav,76.74108630456514,28.451953625579623,69.34355214928357,42.26361031518625
30,Seq33_lr_repeat_2_SNRdb_-18.wav,76.46280991735537,42.12463399945544,72.09917355371901,80.89887640449437
31,Seq42_lr_repeat_2_SNRdb_-18.wav,81.66178623718888,32.640554223288035,76.86676427525623,54.49101796407185
32,Seq33_lr_repeat_2_SNRdb_30.wav,83.40495867768595,36.56333670246104,72.09917355371901,96.01593625498009
33,Seq43_lr_repeat_2_SNRdb_60.wav,93.76585719463574,13.488511432043637,70.89525190286335,70.93023255813954
34,Seq43_lr_repeat_0_SNRdb_-18.wav,76.00579920260964,42.08044335060151,70.89525190286335,83.08157099697885
35,Seq41_lr_repeat_0_SNRdb_60.wav,93.37854008775429,14.183367403473243,74.03270841643399,62.65060240963856
36,Seq36_lr_repeat_2_SNRdb_60.wav,92.32316459939658,13.615390281960217,75.72913174656387,47.161572052401745
37,Seq28_lr_repeat_0_SNRdb_15.wav,93.56666666666666,19.72987931837283,75.7,92.2279792746114
38,Seq41_lr_repeat_2_SNRdb_15.wav,93.25887514958117,15.919066641793126,74.03270841643399,71.00591715976331
39,Seq29_lr_repeat_2_SNRdb_-8.wav,92.30000000000001,10.062120138082035,49.666666666666664,69.6969696969697
40,Seq27_lr_repeat_1_SNRdb_-18.wav,71.86666666666667,28.48738400166524,68.83333333333333,21.09004739336493
41,Seq40_lr_repeat_1_SNRdb_15.wav,95.41856560326217,11.176144961704352,80.97865195490526,50.78534031413613
42,Memo1.wav,79.18416316736653,25.974747158785377,45.79084183163367,85.25456292026897
43,Seq38_lr_repeat_1_SNRdb_-18.wav,74.2312834224599,32.52409529005274,78.07486631016043,31.776913099870296
44,Memo3.wav,70.60587882423516,30.27038921851681,34.16316736652669,83.06122448979592
45,Seq28_lr_repeat_1_SNRdb_-18.wav,88.76666666666667,24.212185330018148,75.7,65.57863501483679
46,AudioBand8a.wav,93.41065893410659,10.478044275083661,47.03529647035297,18.361153262518968
47,Seq25_lr_repeat_0_SNRdb_-18.wav,73.03333333333333,27.00154737229236,66.43333333333334,33.127317676143385
48,Seq28_lr_repeat_2_SNRdb_-8.wav,85.46666666666667,20.626198187321034,75.7,38.30275229357798
49,Seq30_lr_repeat_1_SNRdb_0.wav,83.8,26.56137946917433,71.63333333333334,57.20164609053497
50,Seq26_lr_repeat_0_SNRdb_30.wav,94.69999999999999,8.540390468791788,63.866666666666674,61.63522012578616
51,Seq35_lr_repeat_0_SNRdb_15.wav,94.25249169435216,9.353703161943494,68.20598006644518,54.91329479768786
52,Seq25_lr_repeat_1_SNRdb_-8.wav,91.26666666666667,16.88464890717923,66.43333333333334,75.57251908396947
53,Seq43_lr_repeat_1_SNRdb_0.wav,84.77709314969192,28.184259075187825,70.89525190286335,70.23809523809523
54,Seq30_lr_repeat_1_SNRdb_15.wav,91.3,18.1688196338717,71.63333333333334,69.73180076628353
55,Seq25_lr_repeat_2_SNRdb_0.wav,69.76666666666667,42.253216898610866,66.43333333333334,70.23153252480706
56,Seq30_lr_repeat_0_SNRdb_60.wav,93.4,15.672838812008274,71.63333333333334,78.28282828282829
57,AudioBand9a.wav,90.48333333333333,11.671980769661157,37.13333333333333,52.53940455341506
58,AudioBand10a.wav,93.875,7.650729982213367,83.025,21.63265306122449
59,Seq26_lr_repeat_2_SNRdb_15.wav,88.5,19.527396243891065,63.866666666666674,72.46376811594203
60,Seq27_lr_repeat_2_SNRdb_-8.wav,89.96666666666667,20.11530506278054,68.83333333333333,75.41528239202658
61,Seq41_lr_repeat_1_SNRdb_0.wav,92.7802153968887,15.159760474150916,74.03270841643399,61.87845303867403
62,Seq26_lr_repeat_1_SNRdb_30.wav,93.5,8.694718007894187,63.866666666666674,50.256410256410255
63,Seq37_lr_repeat_2_SNRdb_60.wav,91.49501661129568,20.403647180833143,71.59468438538205,83.984375
64,Seq34_lr_repeat_0_SNRdb_60.wav,93.06897700766412,14.58970367678697,69.34355214928357,73.5576923076923
65,Seq31_lr_repeat_1_SNRdb_-18.wav,60.8,38.44485919745797,72.93333333333332,23.72448979591837
66,Seq25_lr_repeat_0_SNRdb_30.wav,94.73333333333333,10.375254869636894,66.43333333333334,72.15189873417721
67,Seq39_lr_repeat_1_SNRdb_60.wav,92.94468367008943,16.631000346879418,73.73302418019212,72.30046948356808
68,Seq34_lr_repeat_2_SNRdb_30.wav,92.7024325224925,13.657544135984773,69.34355214928357,63.926940639269404
69,Seq26_lr_repeat_2_SNRdb_60.wav,96.0,7.319415843817535,63.866666666666674,70.0
70,Seq43_lr_repeat_2_SNRdb_15.wav,85.93693367162015,30.67217727181787,70.89525190286335,89.69072164948454
71,Seq36_lr_repeat_1_SNRdb_-8.wav,87.49580958766343,23.186536790597703,75.72913174656387,54.15549597855228
72,Seq42_lr_repeat_1_SNRdb_30.wav,95.27818448023426,11.473591616629058,76.86676427525623,62.01550387596899
73,Seq35_lr_repeat_1_SNRdb_15.wav,94.45182724252493,11.05576348313094,68.20598006644518,69.46107784431138
74,Seq38_lr_repeat_0_SNRdb_15.wav,93.91711229946524,13.417104276069017,78.07486631016043,53.84615384615385
75,Seq37_lr_repeat_0_SNRdb_60.wav,94.25249169435216,12.405661067719134,71.59468438538205,68.20809248554913
76,Seq26_lr_repeat_1_SNRdb_15.wav,91.03333333333333,10.939179742548557,63.866666666666674,45.72490706319702
77,Seq35_lr_repeat_2_SNRdb_30.wav,90.99667774086379,20.823841972508458,68.20598006644518,91.88191881918819
78,Seq32_lr_repeat_2_SNRdb_0.wav,79.3,40.21605543163565,70.76666666666667,93.07568438003221
